timestamp,temperature,humidity,occupancy,hvac_kw,refrigeration_kw,water_heater_kw,ev_charger_kw,lighting_sockets_kw,solar_generation_kw,total_consumption_kw,hour,dayofweek,month,dayofyear,is_weekend,is_peak_hour,cooling_degree_hours,heating_degree_hours,lag_1h,lag_2h,lag_3h,lag_24h,lag_168h,rolling_mean_6h,rolling_std_6h,rolling_mean_24h,rolling_std_24h
2025-02-12 22:00:00,5.14,87.11,3.3,4.5,0.259,0.113,7.38,1.381,0.0,13.633,22,2,2,43,0,0,0.0,15.86,14.963,13.325,14.141,5.763,13.004,8.990666666666668,5.761986243186177,6.448125,4.179812439233833
2025-02-12 23:00:00,1.99,85.92,3.0,4.5,0.1,0.112,7.117,1.329,0.0,13.157,23,2,2,43,0,0,0.0,19.01,13.633,14.963,13.325,5.897,13.074,10.937,4.802578474111601,6.776041666666667,4.425231337398389
2025-02-13 00:00:00,4.41,86.1,0.9,4.192,0.152,0.086,0.0,0.143,0.0,4.573,0,3,2,44,0,0,0.0,16.59,13.157,13.633,14.963,11.595,4.891,12.362333333333332,3.6869642074024536,7.078541666666667,4.606938198348854
2025-02-13 01:00:00,4.28,81.01,1.3,4.408,0.208,0.081,0.0,0.231,0.0,4.928,1,3,2,44,0,0,0.0,16.72,4.573,13.157,13.633,12.084,4.926,12.298666666666668,3.840555463297829,6.785958333333333,4.529968101232987
2025-02-13 02:00:00,2.42,83.05,1.8,4.5,0.1,0.085,0.0,0.129,0.0,4.814,2,3,2,44,0,0,0.0,18.58,4.928,4.573,13.157,11.992,4.932,10.763166666666665,4.701814646141082,6.487791666666667,4.399719042207388
2025-02-13 03:00:00,5.67,92.02,1.1,3.989,0.158,0.11,0.0,0.16,0.0,4.417,3,3,2,44,0,0,0.0,15.33,4.814,4.928,4.573,4.896,4.886,9.344666666666667,5.045632672585943,6.1887083333333335,4.250736943567052
2025-02-13 04:00:00,1.97,84.94,0.8,4.5,0.218,0.096,0.0,0.232,0.0,5.047,4,3,2,44,0,0,0.0,19.03,4.417,4.814,4.928,4.503,4.583,7.587,4.504928900659819,6.16875,4.2581884314096845
2025-02-13 05:00:00,2.41,86.12,0.9,4.5,0.1,0.085,0.0,0.169,0.0,4.853,5,3,2,44,0,0,0.0,18.59,5.047,4.417,4.814,4.538,3.891,6.156,3.437523527192224,6.191416666666666,4.250376708794954
2025-02-13 06:00:00,5.98,82.42,3.5,4.5,0.157,1.972,0.0,0.667,0.0,7.296,6,3,2,44,0,0,0.0,15.02,4.853,5.047,4.417,6.275,6.784,4.771999999999999,0.23405640345876494,6.2045416666666675,4.245532628838954
2025-02-13 07:00:00,8.42,75.64,2.6,3.882,0.241,1.58,0.0,0.675,0.549,6.377,7,3,2,44,0,0,0.0,12.58,7.296,4.853,5.047,6.937,7.05,5.225833333333333,1.0362527523083955,6.247083333333333,4.251380695590616
2025-02-13 08:00:00,10.67,84.67,2.3,2.906,0.1,1.864,0.0,0.483,1.227,5.354,8,3,2,44,0,0,0.0,10.33,6.377,7.296,4.853,6.632,6.862,5.467333333333333,1.118538808744126,6.22375,4.24896558511342
2025-02-13 09:00:00,8.75,80.96,2.0,3.439,0.15,0.11,0.0,0.202,1.329,3.901,9,3,2,44,0,0,0.0,12.25,5.354,6.377,7.296,4.33,4.577,5.557333333333333,1.0763870431525686,6.1705,4.251634161528744
2025-02-13 10:00:00,12.26,88.53,0.3,1.944,0.229,0.104,0.0,0.155,0.853,2.432,10,3,2,44,0,0,0.0,8.74,3.901,5.354,6.377,3.479,3.351,5.471333333333333,1.1993122473595974,6.1526250000000005,4.260600904878577
2025-02-13 11:00:00,11.62,70.68,1.1,2.362,0.1,0.12,0.0,0.145,1.041,2.726,11,3,2,44,0,0,0.0,9.38,2.432,3.901,5.354,2.411,2.191,5.0355,1.7383632244154428,6.108999999999999,4.294393038045931
2025-02-13 12:00:00,12.21,78.92,1.3,2.328,0.175,0.097,0.0,0.257,0.322,2.857,12,3,2,44,0,0,0.0,8.79,2.726,2.432,3.901,2.453,3.116,4.681,1.982725195280488,6.122125,4.283065829139111
2025-02-13 13:00:00,14.3,67.65,0.8,1.563,0.227,0.092,0.0,0.13,0.0,2.012,13,3,2,44,0,0,0.0,6.699999999999999,2.857,2.726,2.432,3.007,2.625,3.941166666666667,1.6037847008456916,6.138958333333334,4.268788540895886
2025-02-13 14:00:00,14.12,74.79,1.0,1.852,0.1,0.088,0.0,0.135,0.0,2.175,14,3,2,44,0,0,0.0,6.880000000000001,2.012,2.857,2.726,2.415,2.436,3.213666666666667,1.222578368312925,6.0975,4.30520488832236
2025-02-13 15:00:00,10.61,79.09,0.5,2.573,0.147,0.1,0.0,0.1,0.0,2.921,15,3,2,44,0,0,0.0,10.39,2.175,2.012,2.857,1.604,2.266,2.683833333333333,0.6763062669136565,6.0874999999999995,4.314399298204536
2025-02-13 16:00:00,14.69,64.44,1.1,1.67,0.265,0.114,0.0,0.237,0.0,2.286,16,3,2,44,0,0,0.0,6.3100000000000005,2.921,2.175,2.012,1.955,1.772,2.5204999999999997,0.37460312331855555,6.142375,4.2629629909203395
2025-02-13 17:00:00,13.75,74.73,3.2,2.364,0.1,0.118,0.0,1.294,0.0,3.876,17,3,2,44,0,1,0.0,7.25,2.286,2.921,2.175,4.605,4.466,2.496166666666667,0.3860680855324397,6.156166666666667,4.24934052854513
2025-02-13 18:00:00,9.7,74.18,2.8,3.617,0.142,0.119,0.0,1.229,0.0,5.108,18,3,2,44,0,1,0.0,11.3,3.876,2.286,2.921,4.955,4.914,2.6878333333333333,0.6893392246685852,6.125791666666667,4.2634925566719435
2025-02-13 19:00:00,10.03,74.94,3.7,3.717,0.261,1.519,0.0,1.378,0.0,6.874,19,3,2,44,0,1,0.0,10.97,5.108,3.876,2.286,14.141,6.887,3.063,1.2132627085672854,6.1321666666666665,4.261779855439726
2025-02-13 20:00:00,8.88,81.93,2.7,3.659,0.1,1.563,0.0,1.286,0.0,6.608,20,3,2,44,0,1,0.0,12.12,6.874,5.108,3.876,13.325,7.289,3.873333333333333,1.8351736339286007,5.829375,3.911811387518792
2025-02-13 21:00:00,7.24,87.16,3.1,4.5,0.133,1.549,0.0,1.379,0.0,7.561,21,3,2,44,0,1,0.0,13.76,6.608,6.874,5.108,14.963,6.233,4.612166666666666,1.9056824936664336,5.549499999999999,3.5782805805363322
2025-02-13 22:00:00,4.82,82.33,3.3,4.5,0.227,0.099,0.0,1.248,0.0,6.073,22,3,2,44,0,0,0.0,16.18,7.561,6.608,6.874,13.633,6.226,5.3855,2.020170067098328,5.241083333333333,3.0046584399195284
2025-02-13 23:00:00,3.6,85.27,3.0,4.5,0.1,0.086,0.0,1.252,0.0,5.938,23,3,2,44,0,0,0.0,17.4,6.073,7.561,6.608,13.157,5.93,6.016666666666666,1.332738784108401,4.926083333333334,2.427467671690271
2025-02-14 00:00:00,3.89,85.77,0.9,4.244,0.192,0.083,7.285,0.121,0.0,11.924,0,4,2,45,0,0,0.0,17.11,5.938,6.073,7.561,4.573,11.184,6.360333333333333,0.848063362412706,4.625291666666667,1.7021004282220102
2025-02-14 01:00:00,5.19,85.8,0.4,3.628,0.243,0.097,6.844,0.152,0.0,10.964,1,4,2,45,0,0,0.0,15.809999999999999,11.924,5.938,6.073,4.928,11.397,7.496333333333333,2.24673671503066,4.931583333333333,2.2616963029254396
2025-02-14 02:00:00,4.08,80.55,1.5,4.5,0.1,0.087,7.268,0.192,0.0,12.148,2,4,2,45,0,0,0.0,16.92,10.964,11.924,5.938,4.814,12.799,8.177999999999999,2.6110735723070126,5.183083333333333,2.575158904622764
2025-02-14 03:00:00,2.88,91.34,0.9,4.5,0.148,0.115,0.0,0.1,0.0,4.863,3,4,2,45,0,0,0.0,18.12,12.148,10.964,11.924,4.417,4.868,9.101333333333333,2.9075508364716143,5.488666666666666,2.9389135180652417
2025-02-14 04:00:00,5.09,86.67,1.2,4.154,0.221,0.11,0.0,0.205,0.0,4.691,4,4,2,45,0,0,0.0,15.91,4.863,12.148,10.964,5.047,4.922,8.651666666666666,3.3659144770280154,5.507249999999999,2.933247143414236
2025-02-14 05:00:00,0.45,86.22,1.3,4.5,0.1,0.105,0.0,0.166,0.0,4.87,5,4,2,45,0,0,0.0,20.55,4.691,4.863,12.148,4.853,4.005,8.421333333333335,3.6156863617668464,5.492416666666666,2.9365740600476737
2025-02-14 06:00:00,7.48,78.97,2.2,3.855,0.136,1.474,0.0,0.619,0.0,6.084,6,4,2,45,0,0,0.0,13.52,4.87,4.691,4.863,7.296,6.448,8.243333333333334,3.784728770555001,5.493125,2.936415166010056
2025-02-14 07:00:00,4.36,79.26,2.4,4.5,0.235,1.888,0.0,0.595,0.573,7.218,7,4,2,45,0,0,0.0,16.64,6.084,4.87,4.691,6.377,6.552,7.27,3.3779285368403045,5.442625,2.914400912597266
2025-02-14 08:00:00,7.72,79.12,3.0,4.191,0.1,1.887,0.0,0.557,1.19,6.735,8,4,2,45,0,0,0.0,13.280000000000001,7.218,6.084,4.87,5.354,6.922,6.645666666666667,2.8660188880512862,5.477666666666667,2.9311318583466086
2025-02-14 09:00:00,7.88,70.78,2.1,3.959,0.147,0.098,0.0,0.242,1.29,4.446,9,4,2,45,0,0,0.0,13.120000000000001,6.735,7.218,6.084,3.901,4.127,5.7435,1.0880442546146947,5.535208333333333,2.942133283700438
2025-02-14 10:00:00,8.82,68.56,1.9,3.393,0.232,0.106,0.0,0.139,1.579,3.87,10,4,2,45,0,0,0.0,12.18,4.446,6.735,7.218,2.432,3.158,5.6739999999999995,1.1660571169544163,5.557916666666666,2.93105391220152
2025-02-14 11:00:00,13.54,72.75,0.7,1.918,0.1,0.114,0.0,0.109,0.766,2.242,11,4,2,45,0,0,0.0,7.460000000000001,3.87,4.446,6.735,2.726,3.102,5.537166666666667,1.3397188386623176,5.6178333333333335,2.878604125291437
2025-02-14 12:00:00,11.89,77.42,0.5,1.913,0.145,0.11,0.0,0.15,0.801,2.319,12,4,2,45,0,0,0.0,9.11,2.242,3.87,4.446,2.857,2.482,5.099166666666666,1.9097738522313836,5.597666666666666,2.901349830782159
2025-02-14 13:00:00,13.61,70.94,1.1,1.765,0.233,0.099,0.0,0.167,0.0,2.264,13,4,2,45,0,0,0.0,7.390000000000001,2.319,2.242,3.87,2.012,2.795,4.471666666666667,2.1275842325667593,5.5752500000000005,2.92542416471154
2025-02-14 14:00:00,13.19,68.91,1.9,2.174,0.1,0.09,0.0,0.119,0.0,2.483,14,4,2,45,0,0,0.0,7.8100000000000005,2.264,2.319,2.242,2.175,2.594,3.6459999999999995,1.781806162297123,5.58575,2.91250251352755
2025-02-14 15:00:00,13.81,70.13,0.2,1.435,0.181,0.099,0.0,0.15,0.0,1.865,15,4,2,45,0,0,0.0,7.1899999999999995,2.483,2.264,2.319,2.921,2.083,2.937333333333333,0.9665985033438923,5.598583333333333,2.897460055870015
2025-02-14 16:00:00,12.71,72.53,0.9,2.143,0.227,0.118,0.0,0.174,0.0,2.661,16,4,2,45,0,0,0.0,8.29,1.865,2.483,2.264,2.286,2.839,2.5071666666666665,0.6978720274281263,5.554583333333333,2.9474753222651873
2025-02-14 17:00:00,9.87,73.99,3.2,3.651,0.1,0.113,0.0,1.304,0.0,5.168,17,4,2,45,0,1,0.0,11.13,2.661,1.865,2.483,3.876,4.661,2.3056666666666668,0.26753068359842214,5.570208333333333,2.9303388731052653
2025-02-14 18:00:00,12.26,87.83,3.0,2.694,0.135,0.081,0.0,1.198,0.0,4.108,18,4,2,45,0,1,0.0,8.74,5.168,2.661,1.865,5.108,5.737,2.793333333333333,1.193302085251949,5.624041666666667,2.9096559856295894
2025-02-14 19:00:00,8.81,83.72,3.2,3.947,0.244,1.67,7.0,1.312,0.0,14.172,19,4,2,45,0,1,0.0,12.19,4.108,5.168,2.661,6.874,13.847,3.0915,1.2719894260566746,5.582374999999999,2.9244893246142243
2025-02-14 20:00:00,5.93,85.12,2.7,4.5,0.1,1.302,6.642,1.265,0.0,13.809,20,4,2,45,0,1,0.0,15.07,14.172,4.108,5.168,6.608,13.657,5.0761666666666665,4.616256033482837,5.886458333333333,3.404631321152259
2025-02-14 21:00:00,6.33,87.4,2.8,4.355,0.172,1.543,7.396,1.174,0.0,14.639,21,4,2,45,0,1,0.0,14.67,13.809,14.172,4.108,7.561,14.506,6.9638333333333335,5.5625039475641485,6.1865,3.768809499494267
2025-02-14 22:00:00,8.01,78.01,2.9,3.99,0.229,0.112,6.757,1.217,0.0,12.305,22,4,2,45,0,0,0.0,12.99,14.639,13.809,14.172,6.073,13.533,9.092833333333333,5.664300253929587,6.481416666666667,4.13972463815048
2025-02-14 23:00:00,6.0,78.13,2.5,4.5,0.1,0.102,6.679,1.247,0.0,12.629,23,4,2,45,0,0,0.0,15.0,12.305,14.639,13.809,5.938,13.408,10.700166666666666,4.7722091076006725,6.741083333333333,4.3051406977631075
2025-02-15 00:00:00,3.53,79.66,1.8,4.5,0.134,0.096,0.0,0.282,0.0,5.013,0,5,2,46,1,0,0.0,17.47,12.629,12.305,14.639,11.924,4.955,11.943666666666665,3.9422753666717445,7.019874999999999,4.464569031370168
2025-02-15 01:00:00,3.03,92.47,1.6,4.5,0.256,0.093,0.0,0.191,0.0,5.04,1,5,2,46,1,0,0.0,17.97,5.013,12.629,12.305,10.964,4.61,12.094499999999998,3.58350776474674,6.731916666666667,4.3560636789838485
2025-02-15 02:00:00,2.9,83.26,1.6,4.5,0.105,0.092,0.0,0.176,0.0,4.873,2,5,2,46,1,0,0.0,18.1,5.04,5.013,12.629,12.148,4.975,10.5725,4.376270089928196,6.485083333333333,4.272874502544245
2025-02-15 03:00:00,6.67,79.54,1.9,4.112,0.167,0.113,0.0,0.218,0.0,4.61,3,5,2,46,1,0,0.0,14.33,4.873,5.04,5.013,4.863,4.941,9.083166666666665,4.57076328053278,6.181958333333334,4.108561860725206
2025-02-15 04:00:00,4.63,83.04,1.1,4.251,0.211,0.113,0.0,0.25,0.0,4.825,4,5,2,46,1,0,0.0,16.37,4.61,4.873,5.04,4.691,5.013,7.411666666666666,3.920149163828686,6.1714166666666666,4.112415918703477
2025-02-15 05:00:00,5.49,83.05,1.7,4.147,0.1,0.113,0.0,0.159,0.0,4.518,5,5,2,46,1,0,0.0,15.51,4.825,4.61,4.873,4.87,4.813,6.165,3.170454667709358,6.1770000000000005,4.110409077282779
2025-02-15 06:00:00,7.43,84.34,4.0,4.5,0.131,1.644,0.0,0.696,0.0,6.97,6,5,2,46,1,0,0.0,13.57,4.518,4.825,4.61,6.084,6.988,4.813166666666667,0.21142697714978834,6.162333333333334,4.115899781881566
2025-02-15 07:00:00,7.45,82.81,2.9,4.232,0.23,2.015,0.0,0.604,0.437,7.081,7,5,2,46,1,0,0.0,13.55,6.97,4.518,4.825,7.218,7.378,5.139333333333333,0.9162090736653417,6.19925,4.119138758125978
2025-02-15 08:00:00,8.0,75.86,3.8,4.5,0.1,1.466,0.0,0.634,1.059,6.701,8,5,2,46,1,0,0.0,13.0,7.081,6.97,4.518,6.735,5.862,5.479500000000001,1.205248314663847,6.193541666666667,4.117760281672406
2025-02-15 09:00:00,9.38,81.88,3.3,3.847,0.157,0.088,0.0,0.292,1.195,4.384,9,5,2,46,1,0,0.0,11.62,6.701,7.081,6.97,4.446,4.956,5.784166666666667,1.2514317267301147,6.192125,4.117571744445037
2025-02-15 10:00:00,10.78,73.8,1.6,2.708,0.238,0.101,0.0,0.21,1.234,3.257,10,5,2,46,1,0,0.0,10.22,4.384,6.701,7.081,3.87,3.365,5.7465,1.2964330680756524,6.189541666666667,4.118734165811525
2025-02-15 11:00:00,11.86,74.98,1.3,2.479,0.1,0.096,0.0,0.1,1.254,2.775,11,5,2,46,1,0,0.0,9.14,3.257,4.384,6.701,2.242,3.389,5.485166666666667,1.6335464996952829,6.164000000000001,4.135609970256737
2025-02-15 12:00:00,13.81,78.24,1.9,2.08,0.171,0.084,0.0,0.205,0.585,2.541,12,5,2,46,1,0,0.0,7.1899999999999995,2.775,3.257,4.384,2.319,2.496,5.1946666666666665,1.961918516826503,6.186208333333333,4.115012842487925
2025-02-15 13:00:00,13.29,71.0,2.4,2.22,0.226,0.082,0.0,0.305,0.0,2.832,13,5,2,46,1,0,0.0,7.710000000000001,2.541,2.775,3.257,2.264,3.634,4.4565,1.9933097852566777,6.195458333333332,4.1061819563991495
2025-02-15 14:00:00,14.48,71.15,1.6,1.753,0.1,0.104,0.0,0.213,0.0,2.17,14,5,2,46,1,0,0.0,6.52,2.832,2.541,2.775,2.483,3.097,3.7483333333333335,1.5879810662179425,6.219125000000001,4.084114723003279
2025-02-15 15:00:00,13.09,77.16,1.8,2.168,0.123,0.093,0.0,0.283,0.0,2.666,15,5,2,46,1,0,0.0,7.91,2.17,2.832,2.541,1.865,2.841,2.9931666666666668,0.7693705002576184,6.206083333333333,4.097043164088679
2025-02-15 16:00:00,12.83,70.52,2.2,2.514,0.241,0.081,0.0,0.188,0.0,3.024,16,5,2,46,1,0,0.0,8.17,2.666,2.17,2.832,2.661,2.706,2.7068333333333334,0.3578700415886355,6.239458333333332,4.063265948975212
2025-02-15 17:00:00,8.92,73.83,3.9,4.246,0.1,0.097,0.0,1.478,0.0,5.922,17,5,2,46,1,1,0.0,12.08,3.024,2.666,2.17,5.168,4.87,2.6679999999999997,0.29299078483799473,6.254583333333333,4.050020460674741
2025-02-15 18:00:00,12.26,79.78,3.2,2.911,0.133,0.092,0.0,1.373,0.0,4.509,18,5,2,46,1,1,0.0,8.74,5.922,3.024,2.666,4.108,5.62,3.1925000000000003,1.3678949886595808,6.285999999999999,4.044145376477821
2025-02-15 19:00:00,10.2,88.72,3.8,3.696,0.226,1.546,0.0,1.411,0.0,6.879,19,5,2,46,1,1,0.0,10.8,4.509,5.922,3.024,14.172,6.24,3.5204999999999997,1.4155493279995588,6.302708333333334,4.035575046348429
2025-02-15 20:00:00,9.88,83.03,4.0,3.947,0.1,1.758,0.0,1.419,0.0,7.225,20,5,2,46,1,1,0.0,11.12,6.879,4.509,5.922,13.809,7.259,4.194999999999999,1.9023505460350927,5.998833333333334,3.6758028838037116
2025-02-15 21:00:00,2.75,83.92,3.8,4.5,0.176,1.385,0.0,1.461,0.0,7.522,21,5,2,46,1,1,0.0,18.25,7.225,6.879,4.509,14.639,7.462,5.0375000000000005,1.9450514389085014,5.724499999999999,3.2933641317576456
2025-02-15 22:00:00,9.02,85.65,2.7,3.669,0.254,0.12,0.0,1.26,0.0,5.303,22,5,2,46,1,0,0.0,11.98,7.522,7.225,6.879,12.305,6.248,5.8468333333333335,1.7626531611938618,5.427958333333334,2.7276036381563977
2025-02-15 23:00:00,4.64,78.88,4.0,4.5,0.1,0.083,0.0,1.481,0.0,6.164,23,5,2,46,1,0,0.0,16.36,5.303,7.522,7.225,12.629,6.147,6.226666666666667,1.1829165087472242,5.136208333333333,2.301180944063024
2025-02-16 00:00:00,5.84,85.77,1.7,4.059,0.154,0.084,7.738,0.222,0.0,12.257,0,6,2,47,1,0,0.0,15.16,6.164,5.303,7.522,5.013,12.836,6.267,1.1745468913585595,4.866833333333333,1.6806817371082545
2025-02-16 01:00:00,2.12,85.65,1.1,4.5,0.262,0.109,6.989,0.178,0.0,12.038,1,6,2,47,1,0,0.0,18.88,12.257,6.164,5.303,5.04,12.88,7.558333333333334,2.436476444923436,5.168666666666667,2.2590360904533964
2025-02-16 02:00:00,4.43,87.61,1.1,4.229,0.1,0.11,6.829,0.179,0.0,11.448,2,6,2,47,1,0,0.0,16.57,12.038,12.257,6.164,4.873,12.379,8.418166666666666,2.9950668384306156,5.460249999999999,2.6580909993582846
2025-02-16 03:00:00,2.1,86.38,2.2,4.5,0.15,0.097,0.0,0.198,0.0,4.945,3,6,2,47,1,0,0.0,18.9,11.448,12.038,12.257,4.61,4.899,9.122,3.1507485459807976,5.734208333333334,2.920782429108401
2025-02-16 04:00:00,3.24,87.09,1.5,4.5,0.266,0.091,0.0,0.215,0.0,5.073,4,6,2,47,1,0,0.0,17.759999999999998,4.945,11.448,12.038,4.825,4.977,8.6925,3.5613646120553426,5.748166666666666,2.9159727986246384
2025-02-16 05:00:00,7.84,82.69,1.4,3.434,0.1,0.112,0.0,0.184,0.0,3.83,5,6,2,47,1,0,0.0,13.16,5.073,4.945,11.448,4.518,4.738,8.654166666666667,3.6061015746463334,5.758500000000001,2.9129970372677003
2025-02-16 06:00:00,5.72,83.29,3.3,4.5,0.155,2.128,0.0,0.676,0.0,7.459,6,6,2,47,1,0,0.0,15.280000000000001,3.83,5.073,4.945,6.97,7.051,8.265166666666667,4.0294806323727075,5.729833333333333,2.929076418714034
2025-02-16 07:00:00,7.54,75.41,3.0,4.331,0.227,2.153,0.0,0.604,0.284,7.315,7,6,2,47,1,0,0.0,13.46,7.459,3.83,5.073,7.081,6.976,7.4655,3.5231219536087703,5.750208333333333,2.939759528455498
2025-02-16 08:00:00,9.81,78.4,3.3,3.697,0.1,1.897,0.0,0.625,1.048,6.318,8,6,2,47,1,0,0.0,11.19,7.315,7.459,3.83,6.701,6.461,6.678333333333334,2.7371169990825615,5.759958333333333,2.9447489370973883
2025-02-16 09:00:00,10.55,85.4,3.2,3.559,0.143,0.11,0.0,0.276,1.721,4.088,9,6,2,47,1,0,0.0,10.45,6.318,7.315,7.459,4.384,5.112,5.823333333333333,1.4458919277272104,5.744,2.940462134634173
2025-02-16 10:00:00,11.23,78.59,1.3,2.348,0.246,0.113,0.0,0.209,1.686,2.915,10,6,2,47,1,0,0.0,9.77,4.088,6.318,7.315,3.257,4.262,5.680499999999999,1.5855927282880804,5.7316666666666665,2.9470279010004856
2025-02-16 11:00:00,12.59,75.65,1.6,2.273,0.1,0.112,0.0,0.176,1.099,2.661,11,6,2,47,1,0,0.0,8.41,2.915,4.088,6.318,2.775,3.503,5.320833333333334,1.9531151954420654,5.717416666666666,2.9603110282634044
2025-02-16 12:00:00,16.44,84.28,2.0,1.192,0.121,0.12,0.0,0.278,0.733,1.711,12,6,2,47,1,0,0.0,4.559999999999999,2.661,2.915,4.088,2.541,2.862,5.1259999999999994,2.1770468070301168,5.712666666666666,2.9653248031886426
2025-02-16 13:00:00,13.25,67.4,1.8,1.973,0.198,0.112,0.0,0.163,0.0,2.447,13,6,2,47,1,0,0.0,7.75,1.711,2.661,2.915,2.832,2.855,4.168,2.209543663293397,5.678083333333333,3.0084492598804666
2025-02-16 14:00:00,13.81,68.45,1.8,1.882,0.1,0.107,0.0,0.225,0.0,2.313,14,6,2,47,1,0,0.0,7.1899999999999995,2.447,1.711,2.661,2.17,2.756,3.356666666666667,1.64432827217276,5.662041666666667,3.0252644365793624
2025-02-16 15:00:00,14.91,82.77,2.6,1.858,0.142,0.095,0.0,0.25,0.0,2.345,15,6,2,47,1,0,0.0,6.09,2.313,2.447,1.711,2.666,2.556,2.6891666666666665,0.7956739072425594,5.667999999999999,3.0182203653664863
2025-02-16 16:00:00,14.5,75.03,2.1,1.807,0.261,0.104,0.0,0.215,0.0,2.387,16,6,2,47,1,0,0.0,6.5,2.345,2.313,2.447,3.024,3.272,2.3986666666666667,0.40518127630313183,5.654624999999999,3.03277801783031
2025-02-16 17:00:00,13.82,74.54,4.0,2.615,0.1,0.115,0.0,1.503,0.0,4.334,17,6,2,47,1,1,0.0,7.18,2.387,2.345,2.313,5.922,4.18,2.3106666666666666,0.31872600563278947,5.628083333333333,3.059471081265749
2025-02-16 18:00:00,11.97,71.0,3.7,3.079,0.155,0.092,0.0,1.479,0.0,4.805,18,6,2,47,1,1,0.0,9.03,4.334,2.387,2.345,4.509,5.431,2.5894999999999997,0.8958334108526941,5.561916666666666,3.0699918413241853
2025-02-16 19:00:00,8.09,80.69,3.9,4.465,0.245,1.218,7.259,1.365,0.0,14.552,19,6,2,47,1,1,0.0,12.91,4.805,4.334,2.387,6.879,13.408,3.105166666666667,1.1448836476544895,5.57425,3.0661701539613615
2025-02-16 20:00:00,10.96,82.72,3.6,3.379,0.1,1.396,6.583,1.267,0.0,12.725,20,6,2,47,1,1,0.0,10.04,14.552,4.805,4.334,7.225,14.679,5.1226666666666665,4.748236837676348,5.893958333333334,3.5672220769128544
2025-02-16 21:00:00,5.5,76.08,4.0,4.5,0.179,1.776,7.853,1.416,0.0,15.724,21,6,2,47,1,1,0.0,15.5,12.725,14.552,4.805,7.522,15.02,6.858,5.377019992523746,6.123125000000001,3.8238822102162966
2025-02-16 22:00:00,6.46,82.3,3.8,4.5,0.223,0.112,6.691,1.352,0.0,12.878,22,6,2,47,1,0,0.0,14.54,15.724,12.725,14.552,5.303,13.923,9.087833333333334,5.88162506172119,6.464874999999999,4.29218017281073
2025-02-16 23:00:00,3.84,82.57,3.9,4.5,0.1,0.087,7.61,1.4,0.0,13.697,23,6,2,47,1,0,0.0,17.16,12.878,15.724,12.725,6.164,13.473,10.836333333333334,4.981731613271315,6.7805,4.477538162874772
2025-02-17 00:00:00,4.21,86.48,1.1,4.382,0.147,0.08,7.239,0.273,0.0,12.122,0,0,2,48,0,0,0.0,16.79,13.697,12.878,15.724,12.257,12.236,12.396833333333333,3.882791852091335,7.094375,4.691368038286079
2025-02-17 01:00:00,4.3,80.2,1.0,4.159,0.23,0.107,7.547,0.315,0.0,12.357,1,0,2,48,0,0,0.0,16.7,12.122,13.697,12.878,12.038,11.75,13.616333333333335,1.3339326319821734,7.08875,4.684985455408725
2025-02-17 02:00:00,4.12,92.26,2.2,4.5,0.1,0.103,7.219,0.168,0.0,12.09,2,0,2,48,0,0,0.0,16.88,12.357,12.122,13.697,11.448,11.491,13.2505,1.3269759229165436,7.102041666666666,4.70006560064456
2025-02-17 03:00:00,4.44,90.37,0.7,4.087,0.154,0.083,0.0,0.183,0.0,4.507,3,0,2,48,0,0,0.0,16.56,12.09,12.357,12.122,4.945,4.959,13.144666666666666,1.4005521292214997,7.128791666666667,4.727621812094153
2025-02-17 04:00:00,6.73,83.38,0.7,3.516,0.282,0.119,0.0,0.182,0.0,4.098,4,0,2,48,0,0,0.0,14.27,4.507,12.09,12.357,5.073,5.082,11.275166666666665,3.3702781734846208,7.110541666666666,4.737254001681699
2025-02-17 05:00:00,5.78,83.16,1.3,3.9,0.1,0.105,0.0,0.206,0.0,4.311,5,0,2,48,0,0,0.0,15.219999999999999,4.098,4.507,12.09,3.83,4.158,9.811833333333333,4.31018456294702,7.069916666666667,4.759614790009309
2025-02-17 06:00:00,5.77,82.32,2.3,4.5,0.155,1.909,0.0,0.512,0.0,7.077,6,0,2,48,0,0,0.0,15.23,4.311,4.098,4.507,7.459,6.904,8.247499999999999,4.321348620511899,7.089958333333333,4.7463733475897305
2025-02-17 07:00:00,8.79,77.66,2.4,3.701,0.223,2.055,0.0,0.652,0.514,6.631,7,0,2,48,0,0,0.0,12.21,7.077,4.311,4.098,7.315,6.431,7.406666666666667,3.885526613815268,7.074041666666666,4.745722444468021
2025-02-17 08:00:00,10.42,77.78,2.1,3.066,0.1,1.683,0.0,0.61,1.346,5.459,8,0,2,48,0,0,0.0,10.58,6.631,7.077,4.311,6.318,6.576,6.452333333333333,3.0370357697377752,7.045541666666666,4.746266294395927
2025-02-17 09:00:00,8.09,77.1,2.7,3.946,0.153,0.102,0.0,0.207,1.347,4.409,9,0,2,48,0,0,0.0,12.91,5.459,6.631,7.077,4.088,4.711,5.347166666666666,1.2643572939112966,7.00975,4.755221653956928
2025-02-17 10:00:00,12.03,85.06,1.2,2.288,0.235,0.103,0.0,0.248,1.229,2.874,10,0,2,48,0,0,0.0,8.97,4.409,5.459,6.631,2.915,2.726,5.3308333333333335,1.2779415349172656,7.023124999999999,4.747090837394863
